Date, Close/Last, Volume, Open, High, Low
08/21/2020, $14.61, 2293115, $15.17, $15.17, $14.57
08/20/2020, $15.14, 1923727, $15.04, $15.28, $15.01
08/19/2020, $15.22, 1805684, $15.22, $15.41, $15.2
08/18/2020, $15.18, 2077481, $14.89, $15.27, $14.83
08/17/2020, $15.12, 2019615, $15.33, $15.39, $15.03
08/14/2020, $15.33, 1806149, $15.31, $15.455, $15.2
08/13/2020, $15.29, 2111087, $15.21, $15.42, $15.16
08/12/2020, $15.165, 3879950, $15.1, $15.41, $15.05
08/11/2020, $14.89, 3044589, $14.85, $15.33, $14.82
08/10/2020, $14.84, 4597930, $14.34, $14.965, $14.34
08/07/2020, $14.335, 2532340, $13.44, $14.36, $13.335
08/06/2020, $13.51, 2482983, $13.15, $13.6, $13.02
08/05/2020, $13.29, 1918070, $13.41, $13.51, $13.19
08/04/2020, $13.39, 1602345, $12.98, $13.405, $12.64
08/03/2020, $13, 1944867, $12.78, $13.04, $12.67
07/31/2020, $12.72, 1647711, $12.85, $12.92, $12.6
07/30/2020, $12.9, 1148034, $12.75, $12.965, $12.63
07/29/2020, $12.87, 1405216, $12.82, $12.95, $12.76
07/28/2020, $12.71, 1208399, $12.77, $12.82, $12.569
07/27/2020, $12.88, 1119405, $12.72, $12.91, $12.65
07/24/2020, $12.71, 921839, $12.81, $12.9, $12.67
