Date, Close/Last, Volume, Open, High, Low
08/21/2020, $10.04, 6857838, $9.98, $10.06, $9.885
08/20/2020, $10.01, 5614978, $10.02, $10.15, $9.985
08/19/2020, $10.2, 6986199, $10.27, $10.38, $10.17
08/18/2020, $10.31, 9433915, $10.54, $10.58, $10.29
08/17/2020, $10.58, 15408800, $10.61, $10.71, $10.49
08/14/2020, $10.615, 11296170, $10.47, $10.62, $10.44
08/13/2020, $10.57, 5408173, $10.56, $10.7856, $10.52
08/12/2020, $10.72, 7080316, $10.88, $10.89, $10.565
08/11/2020, $10.65, 7988623, $10.99, $11.07, $10.59
08/10/2020, $10.69, 8070592, $10.34, $10.7, $10.34
08/07/2020, $10.27, 7141081, $10.22, $10.32, $10.1
08/06/2020, $10.35, 7861292, $10.25, $10.475, $10.21
08/05/2020, $10.42, 17838630, $10.47, $10.48, $10.2
08/04/2020, $10.18, 15410970, $9.93, $10.23, $9.88
08/03/2020, $9.97, 19519880, $9.95, $10.04, $9.86
07/31/2020, $9.99, 18462250, $9.92, $10.01, $9.65
07/30/2020, $10.22, 22700210, $10.411, $10.47, $10.1
07/29/2020, $10.66, 21685420, $10.65, $10.69, $10.5
07/28/2020, $10.6, 13536330, $10.85, $10.97, $10.59
07/27/2020, $10.9, 17894950, $10.8, $10.925, $10.65
07/24/2020, $10.89, 11154800, $10.99, $11.19, $10.855
