Date, Close/Last, Volume, Open, High, Low
08/21/2020, $782.17, 504593, $787.71, $787.71, $774.625
08/20/2020, $784.91, 312112, $776.62, $788.09, $776.62
08/19/2020, $778.71, 333960, $794.63, $794.63, $774.23
08/18/2020, $786.85, 453645, $772, $789.98, $770.46
08/17/2020, $772.08, 390744, $758.36, $773.01, $758.36
08/14/2020, $762.01, 361648, $771.2, $776.335, $758.11
08/13/2020, $770.12, 284529, $769.32, $778.17, $767.94
08/12/2020, $772.99, 315306, $764.68, $776.21, $756.62
08/11/2020, $758.17, 505911, $781.46, $781.46, $754.92
08/10/2020, $782.74, 307744, $797.95, $805.81, $780.03
08/07/2020, $791.7, 224852, $791.69, $798.478, $788.44
08/06/2020, $792.06, 254279, $787.67, $793.78, $786.47
08/05/2020, $794.04, 250074, $799, $799, $786.24
08/04/2020, $793.43, 382885, $783.46, $794.72, $775.03
08/03/2020, $779.12, 386533, $776.64, $785.47, $775.185
07/31/2020, $785.48, 334613, $774.18, $785.8, $770.88
07/30/2020, $777.95, 461519, $780, $787.7, $770
07/29/2020, $770, 379504, $760.1, $770.88, $756.16
07/28/2020, $752.53, 401481, $762.39, $762.39, $748.495
07/27/2020, $754, 399387, $737.7, $756.09, $735.025
07/24/2020, $737.39, 252906, $729.81, $739.51, $729.57
