Date, Close/Last, Volume, Open, High, Low
08/21/2020, $173.14, 1093178, $175.05, $175.05, $171.84
08/20/2020, $174.43, 1148944, $172, $175.51, $172
08/19/2020, $172.63, 1416370, $175.84, $176.86, $171.55
08/18/2020, $176.98, 827994, $175.7, $177.53, $173.52
08/17/2020, $175.21, 641973, $175.72, $175.86, $173.805
08/14/2020, $173.41, 1085791, $173.26, $175.52, $172.21
08/13/2020, $171.28, 784913, $169.22, $172.48, $169.13
08/12/2020, $168.11, 1235401, $167.02, $170.26, $166.14
08/11/2020, $167.11, 1829914, $173.76, $173.76, $165.335
08/10/2020, $174.73, 1011668, $175.1, $175.5, $171.87
08/07/2020, $174.96, 1280367, $175.32, $176.55, $171.645
08/06/2020, $177.34, 1153216, $176.31, $177.89, $174.11
08/05/2020, $176.02, 1646754, $175.62, $177.06, $171.34
08/04/2020, $177.52, 4555512, $175.69, $180.61, $172.0561
08/03/2020, $167.685, 3615007, $165.64, $169.19, $164.25
07/31/2020, $164.02, 1762326, $163.92, $164.11, $160.07
07/30/2020, $159.56, 954771, $156.72, $160.55, $155.921
07/29/2020, $157.82, 686656, $157.56, $159.24, $156.86
07/28/2020, $156.41, 732518, $158.11, $158.94, $156.02
07/27/2020, $159.24, 1144303, $157.16, $160.26, $156.67
07/24/2020, $156.02, 1641874, $150.04, $156.675, $148.88
