Date, Close/Last, Volume, Open, High, Low
08/21/2020, $19.56, 3985591, $19.76, $19.97, $19.51
08/20/2020, $19.78, 4660029, $19.94, $20.0201, $19.66
08/19/2020, $20.16, 3847651, $20.14, $20.46, $19.93
08/18/2020, $20.08, 4722549, $20.76, $20.76, $20.03
08/17/2020, $20.72, 5230797, $20.8, $20.89, $20.56
08/14/2020, $20.96, 3283289, $20.63, $21.17, $20.445
08/13/2020, $20.74, 3882405, $21.06, $21.23, $20.72
08/12/2020, $21.3, 4760062, $22.05, $22.05, $20.825
08/11/2020, $21.48, 6483670, $21.6, $22.18, $21.37
08/10/2020, $21.03, 4406602, $20.69, $21.29, $20.64
08/07/2020, $20.45, 4213577, $19.65, $20.46, $19.505
08/06/2020, $19.775, 3778540, $19.72, $20.07, $19.67
08/05/2020, $19.87, 4210478, $19.76, $19.935, $19.63
08/04/2020, $19.49, 3589758, $19.72, $19.785, $19.38
08/03/2020, $19.64, 4496583, $19.98, $19.98, $19.56
07/31/2020, $19.86, 9862164, $19.64, $19.88, $19.205
07/30/2020, $19.69, 6124253, $19.46, $19.84, $18.95
07/29/2020, $20, 7435004, $19.17, $20.075, $18.995
07/28/2020, $19.27, 5393447, $19.29, $19.535, $19.19
07/27/2020, $19.42, 4916784, $19.41, $19.47, $19.05
07/24/2020, $19.54, 6641556, $19.55, $19.88, $19.37
