Date, Close/Last, Volume, Open, High, Low
08/21/2020, $100.3, 1482052, $98.7, $100.4889, $98.23
08/20/2020, $98.91, 1212606, $99.27, $99.6438, $98.6926
08/19/2020, $99.75, 1844949, $100.05, $100.52, $99.04
08/18/2020, $99.24, 1627494, $101.31, $101.4901, $97.81
08/17/2020, $100.87, 1709705, $99.66, $101.8826, $99.64
08/14/2020, $98.84, 1864149, $97.21, $99.64, $96.7401
08/13/2020, $97.27, 1909096, $98.57, $98.835, $96.86
08/12/2020, $99.21, 2326895, $96.82, $99.4, $95.87
08/11/2020, $96.49, 1345377, $97.88, $98.5151, $95.9132
08/10/2020, $97.74, 1797599, $96.49, $97.93, $96.25
08/07/2020, $96.49, 1345214, $96.17, $97.03, $95.64
08/06/2020, $95.6, 1080530, $95.75, $95.95, $94.86
08/05/2020, $95.82, 1010892, $96.319, $97.105, $95.44
08/04/2020, $95.9, 1976211, $94.63, $96.24, $94.42
08/03/2020, $94.51, 1516680, $94.01, $94.63, $92.74
07/31/2020, $93.35, 1805690, $93.71, $93.71, $92.23
07/30/2020, $93.95, 1682629, $94.16, $95.11, $93.79
07/29/2020, $95.02, 1559369, $95.87, $96.59, $94.75
07/28/2020, $95.64, 1359291, $95.31, $95.9, $94.54
07/27/2020, $95.42, 1298261, $95.9839, $95.9839, $94.085
07/24/2020, $95.6, 1205495, $96.41, $97.25, $95.34
