Date, Close/Last, Volume, Open, High, Low
08/21/2020, $499.84, 155184, $504.05, $504.7, $498.94
08/20/2020, $501.37, 180038, $493.86, $504.5, $493.02
08/19/2020, $491.88, 155988, $505.78, $506.91, $491.17
08/18/2020, $499.03, 108455, $500.52, $502, $497.8
08/17/2020, $500.59, 212612, $495.2, $502.58, $494.73
08/14/2020, $496.5, 106599, $501.76, $502.85, $494.57
08/13/2020, $496.76, 126197, $491.78, $498.06, $483.7
08/12/2020, $492.54, 166072, $482.02, $495.56, $482.02
08/11/2020, $482.79, 198845, $483.38, $488.63, $471.09
08/10/2020, $482.67, 276548, $508.88, $508.88, $480.57
08/07/2020, $508.2, 205394, $500.7, $510.6, $500.7
08/06/2020, $503.65, 108728, $505.48, $508.915, $501.18
08/05/2020, $510.09, 120579, $504.84, $511.015, $502.35
08/04/2020, $508.67, 209326, $507.41, $512.6, $502.61
08/03/2020, $511.69, 153035, $520.59, $525.955, $510.58
07/31/2020, $516.7, 119102, $518.08, $518.995, $505.56
07/30/2020, $516.55, 141206, $510.18, $517.77, $505.3156
07/29/2020, $517.39, 99452, $510.82, $518.98, $510.82
07/28/2020, $509.6, 147374, $517.86, $518.02, $502.68
07/27/2020, $521, 168232, $509.34, $522.04, $509.23
07/24/2020, $505.81, 202938, $508.75, $512, $501.02
