Date, Close/Last, Volume, Open, High, Low
08/21/2020, $73.91, 1214261, $73.96, $73.98, $73.13
08/20/2020, $74.04, 1068949, $73.81, $74.31, $73.6
08/19/2020, $74.14, 1168300, $74.72, $74.925, $74.01
08/18/2020, $74.5, 1036018, $74.51, $75, $74.03
08/17/2020, $74.45, 1035172, $74.44, $75.46, $74.05
08/14/2020, $74.31, 817131, $74.23, $74.71, $73.9
08/13/2020, $74.475, 1056977, $74.06, $75.05, $73.87
08/12/2020, $74.13, 1641099, $74.43, $74.7, $73.83
08/11/2020, $73.95, 1979331, $74.91, $75.75, $73.76
08/10/2020, $74.39, 1572154, $73.2, $74.43, $73.06
08/07/2020, $73.45, 1469942, $72.53, $73.66, $72.37
08/06/2020, $72.59, 1866818, $72.47, $72.935, $71.97
08/05/2020, $72.72, 1453640, $72.94, $73.57, $72.56
08/04/2020, $72.61, 1974927, $72.44, $73.07, $72.34
08/03/2020, $72.76, 1902689, $71.87, $73.05, $71.47
07/31/2020, $71.92, 2925439, $71.56, $71.93, $70.38
07/30/2020, $72.35, 2005949, $72.6, $72.68, $71.71
07/29/2020, $73.55, 2300977, $72.78, $73.6, $72.13
07/28/2020, $73.14, 1994319, $72.6, $73.52, $72.38
07/27/2020, $72.59, 1885485, $71.91, $72.695, $71.78
07/24/2020, $72.19, 1744825, $73.11, $73.36, $71.56
