Date, Close/Last, Volume, Open, High, Low
08/21/2020, $605.49, 662294, $617.18, $618.0719, $603.22
08/20/2020, $616.89, 656614, $610.01, $619.75, $608.44
08/19/2020, $629.63, 720709, $628.98, $640.65, $625
08/18/2020, $618.59, 387883, $623.01, $623.01, $613.27
08/17/2020, $620.73, 403972, $614.74, $627.99, $614.21
08/14/2020, $612.57, 302906, $610.09, $617.31, $610.09
08/13/2020, $610.89, 378193, $611.49, $616.235, $607.2691
08/12/2020, $612.35, 562623, $599.9, $617, $599.9
08/11/2020, $598.86, 587301, $601.11, $608.235, $592.453
08/10/2020, $608.24, 624742, $623, $624.355, $596.58
08/07/2020, $620.21, 432739, $621, $627.46, $614.5468
08/06/2020, $621.21, 663934, $628.88, $630, $613.6
08/05/2020, $624.52, 1135171, $654.954, $660, $623.9
08/04/2020, $648.43, 747927, $654.46, $654.46, $636.1
08/03/2020, $645.18, 488457, $634.84, $647.3964, $632.725
07/31/2020, $632.07, 663361, $634.68, $636.14, $620.06
07/30/2020, $631.47, 616036, $625.72, $641.38, $625.72
07/29/2020, $632.16, 370139, $634.05, $634.47, $625.88
07/28/2020, $631, 452036, $636.2, $638.355, $629.07
07/27/2020, $637.4, 850807, $620, $638.42, $613.29
07/24/2020, $608.94, 1206380, $623.7, $623.7, $596.015
