Date, Close/Last, Volume, Open, High, Low
08/21/2020, $165.85, 877636, $168.34, $168.45, $163.9575
08/20/2020, $168.2, 1227166, $170.7, $173.46, $167.85
08/19/2020, $172.22, 2445600, $184.56, $185.74, $171.19
08/18/2020, $197.67, 642931, $198.06, $200.98, $195.79
08/17/2020, $199.13, 435491, $195, $199.68, $195
08/14/2020, $194.36, 620428, $192.27, $194.99, $191.62
08/13/2020, $191.98, 542440, $187.57, $193.065, $187.57
08/12/2020, $187.86, 382226, $184.55, $188.07, $182.77
08/11/2020, $182.88, 412215, $183.81, $184.91, $180.99
08/10/2020, $183.78, 732441, $183.08, $185.455, $182.22
08/07/2020, $184, 665277, $181.55, $185.395, $181.3
08/06/2020, $182.43, 370071, $179.85, $182.64, $179.73
08/05/2020, $179.7, 445565, $180.56, $181.46, $179.37
08/04/2020, $179.59, 569663, $182.96, $182.96, $178.71
08/03/2020, $182, 545427, $179.7, $183.06, $178.25
07/31/2020, $178.3, 580089, $179.27, $179.27, $176.18
07/30/2020, $178.49, 435348, $178.3, $180.65, $176.9
07/29/2020, $180.75, 376995, $177.32, $181.21, $176.01
07/28/2020, $176.54, 429929, $179.4, $180.26, $175.95
07/27/2020, $180.7, 268087, $179.4, $181.23, $179.26
07/24/2020, $179.59, 213392, $181.24, $181.56, $178.89
