Date, Close/Last, Volume, Open, High, Low
08/21/2020, $267.01, 15538620, $268.69, $270.49, $266.42
08/20/2020, $269.01, 20299690, $261.5, $269.63, $261.46
08/19/2020, $262.59, 23291460, $261.388, $267.908, $261.35
08/18/2020, $262.34, 18690380, $260.95, $265.15, $259.26
08/17/2020, $261.16, 13351060, $262.5, $264.0973, $259.4
08/14/2020, $261.24, 14792710, $262.305, $262.65, $258.6801
08/13/2020, $261.3, 17373970, $261.55, $265.16, $259.57
08/12/2020, $259.89, 21428330, $258.97, $263.8973, $258.1125
08/11/2020, $256.13, 28238280, $260.185, $265.915, $255.13
08/10/2020, $263, 30248830, $268.04, $273.86, $259.69
08/07/2020, $268.44, 72766360, $264.08, $278.89, $263.43
08/06/2020, $265.28, 45241610, $249.04, $266.6, $248.665
08/05/2020, $249.12, 13088360, $250.19, $252.2698, $247.77
08/04/2020, $249.83, 17183530, $251.56, $252.8, $247.43
08/03/2020, $251.96, 23134100, $252.65, $255.4, $250.33
07/31/2020, $253.67, 53030040, $255.82, $255.85, $249
07/30/2020, $234.5, 20615310, $230.22, $234.893, $229
07/29/2020, $233.29, 13588320, $231.14, $233.7, $230.31
07/28/2020, $230.12, 14170110, $234.63, $234.96, $229.83
07/27/2020, $233.5, 13163080, $231.46, $234.95, $230.83
07/24/2020, $230.71, 18325810, $230.19, $233.49, $226.9
