Date, Close/Last, Volume, Open, High, Low
08/21/2020, $197.25, 741371, $196.26, $198.075, $195.07
08/20/2020, $195.82, 529637, $194.36, $197.56, $193.6814
08/19/2020, $195.99, 707110, $196.86, $197.44, $195.69
08/18/2020, $195.4, 1052834, $194.09, $196.605, $193.77
08/17/2020, $193.27, 679749, $191.86, $193.94, $191.86
08/14/2020, $191.56, 457563, $193.5, $194.93, $190.91
08/13/2020, $192.5, 690359, $191, $194.6, $190.74
08/12/2020, $192.35, 972185, $189.5, $195.48, $189.42
08/11/2020, $187.95, 734783, $187.85, $190.275, $187.21
08/10/2020, $186.98, 685982, $186.47, $187.6508, $184.76
08/07/2020, $185.98, 630804, $187.04, $189.355, $184.91
08/06/2020, $187.19, 565167, $185.92, $187.98, $185.39
08/05/2020, $185.4, 591705, $185.15, $186.73, $182.605
08/04/2020, $185.01, 635903, $182.52, $185.17, $182
08/03/2020, $182.42, 599424, $183.15, $186.44, $181.75
07/31/2020, $182.82, 764367, $184.41, $184.98, $178.56
07/30/2020, $180.21, 1081134, $180.77, $181.5, $176.99
07/29/2020, $182.32, 1250335, $183.48, $186.18, $182.11
07/28/2020, $182.4, 687640, $185.36, $186.26, $182.035
07/27/2020, $185.29, 1049438, $182.5, $186.08, $182.02
07/24/2020, $182.24, 885706, $184.51, $186.88, $181.71
