Date, Close/Last, Volume, Open, High, Low
08/21/2020, $213.02, 36249320, $213.86, $216.25, $212.85
08/20/2020, $214.58, 26981480, $209.54, $215, $208.91
08/19/2020, $209.7, 27627560, $211.49, $212.1, $209.25
08/18/2020, $211.49, 21336170, $210.53, $212.36, $209.21
08/17/2020, $210.28, 20184760, $209.6, $211.1874, $208.915
08/14/2020, $208.9, 17958940, $208.76, $209.59, $207.51
08/13/2020, $208.7, 22588870, $209.44, $211.35, $208.15
08/12/2020, $209.19, 28041360, $205.29, $210.28, $204.75
08/11/2020, $203.38, 36446460, $207.155, $207.65, $203.14
08/10/2020, $208.25, 36716460, $211.67, $211.88, $206.35
08/07/2020, $212.48, 27820420, $214.85, $215.7, $210.93
08/06/2020, $216.35, 32656840, $212.34, $216.3705, $211.55
08/05/2020, $212.94, 28858620, $214.9, $215, $211.57
08/04/2020, $213.29, 49280060, $214.17, $214.77, $210.31
08/03/2020, $216.54, 78983010, $211.52, $217.64, $210.44
07/31/2020, $205.01, 51247970, $204.4, $205.1, $199.01
07/30/2020, $203.9, 25079600, $201, $204.46, $199.57
07/29/2020, $204.06, 19632600, $202.5, $204.65, $202.01
07/28/2020, $202.02, 23251390, $203.61, $204.7, $201.74
07/27/2020, $203.85, 30160870, $201.47, $203.97, $200.86
07/24/2020, $201.3, 39826990, $200.42, $202.86, $197.51
