Date, Close/Last, Volume, Open, High, Low
08/21/2020, $173.86, 1223597, $173.79, $174.33, $172.39
08/20/2020, $173.18, 1051759, $171, $173.93, $170.55
08/19/2020, $172.2, 1308342, $174.77, $174.83, $171.24
08/18/2020, $173.81, 1366715, $175.1, $176.2, $172.4245
08/17/2020, $174.61, 1927387, $171.24, $174.83, $171.04
08/14/2020, $171.44, 1085796, $169.11, $172.235, $169.075
08/13/2020, $169.57, 1166316, $169.08, $170.49, $167.73
08/12/2020, $169.96, 1567998, $169.88, $172.24, $169.45
08/11/2020, $168.12, 1966798, $166.73, $169.26, $165.78
08/10/2020, $165.34, 1991563, $167.57, $168.28, $163.82
08/07/2020, $167.14, 1903735, $163.68, $168.03, $162.15
08/06/2020, $163.97, 1808137, $162.48, $164.4, $162.2
08/05/2020, $163.17, 1111143, $164.15, $164.59, $162.79
08/04/2020, $163.13, 1839184, $162.52, $164, $162.13
08/03/2020, $163, 2226135, $166.08, $166.59, $162.34
07/31/2020, $166.18, 1845262, $164, $166.31, $163.23
07/30/2020, $163.1, 2631499, $162.98, $164.33, $161.692
07/29/2020, $164.88, 2170228, $165.43, $167.78, $163.81
07/28/2020, $166, 1855612, $167.99, $168.36, $164.7801
07/27/2020, $167.5, 1651505, $167.79, $169.25, $166.66
07/24/2020, $168.75, 1245172, $169, $169.85, $167.82
