Date, Close/Last, Volume, Open, High, Low
08/21/2020, $33.04, 22730340, $33.8, $34.44, $32.98
08/20/2020, $34.05, 28196950, $33.92, $34.39, $33.2
08/19/2020, $34.44, 40587930, $34.361, $36.56, $34.13
08/18/2020, $33.98, 19070270, $34.39, $34.88, $33.58
08/17/2020, $34.4, 22574260, $36.21, $36.3, $34.36
08/14/2020, $36.18, 28384140, $35.35, $36.5713, $35.2
08/13/2020, $35.81, 35460090, $35.745, $37.52, $35.52
08/12/2020, $36.4, 35005420, $37.55, $37.74, $35.47
08/11/2020, $36.83, 56549340, $39.64, $39.86, $36.6604
08/10/2020, $37.54, 48876390, $34.65, $37.55, $34.64
08/07/2020, $34.33, 30394460, $33.9, $34.415, $33.45
08/06/2020, $34.4, 51250740, $34.25, $35.03, $33.23
08/05/2020, $33.73, 49260750, $33.31, $34.57, $32.17
08/04/2020, $32.29, 30010100, $32.014, $33.7, $32.01
08/03/2020, $31.87, 35214420, $31.33, $32.28, $30.3185
07/31/2020, $31.38, 29612060, $31.69, $31.77, $30.69
07/30/2020, $31.74, 31536800, $32.03, $32.28, $31.55
07/29/2020, $32.57, 31122770, $33.61, $34.15, $32.215
07/28/2020, $33.46, 41625350, $32.27, $34.04, $32.27
07/27/2020, $32.42, 33062560, $32.89, $33.66, $32.05
07/24/2020, $32.88, 38446610, $32.877, $33.69, $32.47
