Date, Close/Last, Volume, Open, High, Low
08/21/2020, $66.15, 3188703, $65, $66.24, $64.64
08/20/2020, $65.14, 706094, $65.04, $65.48, $64.54
08/19/2020, $65.14, 931627, $66.21, $66.41, $65.055
08/18/2020, $66.28, 610822, $66.77, $66.973, $66.01
08/17/2020, $66.78, 645267, $67.25, $67.54, $66.51
08/14/2020, $67.23, 1031693, $66.64, $68.07, $66.08
08/13/2020, $66.96, 1149581, $66.41, $67.11, $65.77
08/12/2020, $66.67, 1134257, $67.41, $67.545, $65.7
08/11/2020, $67.2, 1474849, $68.26, $69.17, $66.75
08/10/2020, $67.99, 1502191, $68.12, $68.49, $67.45
08/07/2020, $67.8, 1332870, $66.71, $67.84, $66.61
08/06/2020, $66.98, 1736595, $67.36, $67.505, $66.11
08/05/2020, $67.13, 2585284, $69.41, $69.52, $66.12
08/04/2020, $69.13, 4119372, $68.25, $71.6, $64.91
08/03/2020, $70.9, 2185242, $68.99, $72.37, $68.66
07/31/2020, $68.73, 1738074, $68.28, $69.07, $67.63
07/30/2020, $68.65, 1242469, $67.7, $68.66, $66.58
07/29/2020, $68.71, 2687041, $66.45, $69.98, $66.375
07/28/2020, $65.9, 1270898, $66.95, $67.24, $65.8
07/27/2020, $67.03, 1011968, $66.87, $67.25, $65.645
07/24/2020, $67.03, 926966, $68.01, $68.33, $66.41
