Date, Close/Last, Volume, Open, High, Low
08/21/2020, $83.21, 5102134, $84.05, $84.09, $82.73
08/20/2020, $83.995, 5604107, $82.02, $84.22, $81.8613
08/19/2020, $81.98, 5566091, $82.95, $83.73, $81.73
08/18/2020, $83.13, 4479265, $82.6, $83.2799, $81.59
08/17/2020, $81.99, 7091775, $80.97, $82.05, $80.1686
08/14/2020, $80.4, 9390035, $81.97, $82.3, $79.98
08/13/2020, $81.29, 5329083, $82.28, $82.98, $81.2
08/12/2020, $81.71, 6200326, $79.58, $81.99, $79.58
08/11/2020, $79.12, 9095695, $81.51, $81.51, $78.7
08/10/2020, $82.26, 8018241, $82.43, $83.51, $80.84
08/07/2020, $82.47, 9181875, $84.43, $85.4, $80.99
08/06/2020, $86.84, 9586305, $87.55, $87.7265, $85.5
08/05/2020, $84.32, 12559790, $84.65, $86.02, $83.35
08/04/2020, $86.45, 16110330, $86.77, $87.04, $83.95
08/03/2020, $84.79, 8589596, $84.41, $85.05, $82.87
07/31/2020, $82.63, 8923266, $82.81, $83.45, $81.76
07/30/2020, $81.7, 4034047, $80.6, $82.02, $79.91
07/29/2020, $81.2, 2957601, $81.26, $81.44, $80.62
07/28/2020, $80.72, 3637146, $81.37, $81.86, $80.59
07/27/2020, $81.63, 3777232, $80.6, $81.795, $80.59
07/24/2020, $79.99, 4371429, $79.32, $80.745, $78.12
