Date, Close/Last, Volume, Open, High, Low
08/21/2020, $66.5, 9898022, $65.78, $66.87, $65.41
08/20/2020, $66.05, 8339307, $65.84, $66.16, $65.55
08/19/2020, $65.7, 19680290, $66.191, $67.47, $65.5
08/18/2020, $69.06, 6327465, $69.23, $69.75, $68.98
08/17/2020, $69.15, 6848751, $68.32, $69.35, $68.31
08/14/2020, $68.5, 9169242, $68.09, $68.8199, $68
08/13/2020, $68.18, 7468088, $68.97, $69.195, $67.99
08/12/2020, $68.84, 9121195, $68.69, $69.11, $68.38
08/11/2020, $68.1, 10236940, $68.45, $69.175, $67.92
08/10/2020, $68.51, 10278040, $69.145, $69.25, $67.96
08/07/2020, $69.35, 8068969, $69.364, $69.73, $68.805
08/06/2020, $68.81, 8318026, $69.02, $69.63, $68.62
08/05/2020, $69, 12281880, $70.64, $70.81, $68.98
08/04/2020, $70.88, 9787599, $72.02, $72.31, $70.475
08/03/2020, $71.73, 9674926, $69.725, $72.15, $69.61
07/31/2020, $69.53, 20558850, $69.73, $70.83, $68.52
07/30/2020, $72.33, 9274113, $72.55, $72.6, $71.71
07/29/2020, $73.01, 8345247, $73.85, $73.8534, $72.53
07/28/2020, $73.73, 5484423, $74.67, $75.04, $73.61
07/27/2020, $74.54, 7678450, $73.887, $74.59, $73.315
07/24/2020, $73.64, 8148980, $75.47, $75.65, $73.12
