Date, Close/Last, Volume, Open, High, Low
08/21/2020, $271.28, 1064119, $271.73, $273.11, $267.99
08/20/2020, $271.43, 1117743, $270.67, $272.09, $268.6
08/19/2020, $270.07, 996791, $270.85, $273.99, $269.53
08/18/2020, $271.31, 887147, $275, $275, $269.26
08/17/2020, $273.84, 985031, $267.9, $274.17, $267.84
08/14/2020, $267.29, 1008402, $268.29, $269.95, $265.8
08/13/2020, $267.15, 979231, $270.06, $272.73, $266.87
08/12/2020, $270.85, 1262792, $263.08, $271.35, $262.87
08/11/2020, $261.86, 1370330, $266, $267.99, $261.3
08/10/2020, $268.73, 1186829, $271.58, $272.29, $265.09
08/07/2020, $272.99, 1005983, $273.48, $277.2, $269.95
08/06/2020, $273.34, 1142341, $269.3, $273.88, $268.58
08/05/2020, $273.23, 1329929, $275.41, $275.75, $271.16
08/04/2020, $275.71, 1286550, $279.23, $280.57, $274.03
08/03/2020, $279.52, 1716272, $274.2, $280.59, $274
07/31/2020, $272, 2983981, $278.877, $283, $268.25
07/30/2020, $279.4, 1538387, $275.075, $282.28, $274.662
07/29/2020, $278.72, 1091182, $280.28, $281.59, $278.09
07/28/2020, $278.52, 1098626, $283.83, $284.59, $278.14
07/27/2020, $284.21, 1485115, $280.84, $285.57, $277.68
07/24/2020, $278.49, 1837754, $281.78, $282.64, $276.5001
