Date, Close/Last, Volume, Open, High, Low
08/21/2020, $113, 8546881, $110.23, $113.15, $109.95
08/20/2020, $110.66, 7200318, $110, $110.98, $109.67
08/19/2020, $111.04, 7747599, $112.33, $113.47, $110.75
08/18/2020, $112.03, 6387011, $112.91, $113.38, $111.52
08/17/2020, $112.18, 10282990, $113.29, $114.49, $110.63
08/14/2020, $113.74, 6640963, $113.3, $114.52, $112.57
08/13/2020, $113.41, 9958426, $116.2, $116.2, $112.77
08/12/2020, $115.79, 18672310, $110.39, $116.25, $109.65
08/11/2020, $108.83, 17802960, $106.2, $112.01, $104.74
08/10/2020, $106.36, 10087130, $108.6, $108.99, $105.7226
08/07/2020, $108.25, 11155940, $110.01, $111.05, $106
08/06/2020, $111.06, 6392228, $111.23, $111.36, $109.93
08/05/2020, $111.39, 7970393, $111, $112.46, $110.08
08/04/2020, $110.95, 10205400, $109.49, $111.02, $108.66
08/03/2020, $109.59, 18903470, $107.4, $113, $107.0341
07/31/2020, $105.61, 16770270, $105.66, $107.753, $104.51
07/30/2020, $107.19, 42122510, $102.42, $107.69, $100.7
07/29/2020, $93.03, 11453040, $92.08, $93.62, $91.74
07/28/2020, $91.45, 5818417, $92.171, $92.59, $90.57
07/27/2020, $92.7, 8021665, $90.023, $92.84, $89.26
07/24/2020, $88.89, 9519999, $89.21, $90.29, $87.51
