Date, Close/Last, Volume, Open, High, Low
08/21/2020, $383.46, 740140, $382.7, $384.03, $377.01
08/20/2020, $383.33, 293984, $381.5, $385.28, $379.5
08/19/2020, $381.5, 341724, $389.32, $390.08, $380.91
08/18/2020, $386.65, 337952, $384.01, $387.745, $381.56
08/17/2020, $384.39, 508401, $381.91, $385.47, $381.67
08/14/2020, $379.4, 476700, $384.78, $386, $377.4
08/13/2020, $385.25, 415626, $385.98, $389.5, $382.7
08/12/2020, $384.83, 444192, $375.02, $387.84, $375.02
08/11/2020, $374.03, 528192, $376.2, $379.39, $372.18
08/10/2020, $377.19, 621905, $380.83, $382.29, $376.16
08/07/2020, $381.76, 566955, $387.96, $392.305, $377.72
08/06/2020, $389.78, 431923, $394.01, $395.74, $384.19
08/05/2020, $395.71, 579731, $393.12, $396.41, $388.82
08/04/2020, $390.25, 661211, $393.77, $394.705, $385.22
08/03/2020, $391.99, 651793, $398.02, $399.84, $390.17
07/31/2020, $397.75, 783280, $382.92, $407.86, $382.5
07/30/2020, $374.1, 468922, $363.8, $375.48, $361.26
07/29/2020, $366.91, 352698, $363.35, $369.69, $361.94
07/28/2020, $361.65, 288995, $365.84, $367.995, $360.65
07/27/2020, $366.67, 358819, $359, $368.64, $359
07/24/2020, $359.23, 279743, $359.54, $361.2299, $353.17
