Date, Close/Last, Volume, Open, High, Low
08/21/2020, $26.01, 906498, $25.78, $26.055, $25.62
08/20/2020, $25.92, 693056, $25.73, $26.05, $25.58
08/19/2020, $25.92, 793127, $25.78, $26.24, $25.75
08/18/2020, $25.735, 1051878, $25.78, $25.95, $25.63
08/17/2020, $25.71, 727624, $25.93, $25.93, $25.27
08/14/2020, $25.82, 819332, $25.67, $26.09, $25.41
08/13/2020, $25.69, 878144, $24.97, $25.72, $24.94
08/12/2020, $25.21, 1289217, $25.17, $25.37, $24.82
08/11/2020, $24.94, 1603121, $24.93, $25.72, $24.87
08/10/2020, $24.68, 1494532, $24.9, $25.05, $24.4
08/07/2020, $24.89, 1874573, $24.94, $25.17, $24.46
08/06/2020, $25.16, 1575986, $24.98, $25.41, $24.725
08/05/2020, $24.85, 1923115, $26, $26.16, $24.28
08/04/2020, $26.71, 850555, $26.16, $27.06, $26.16
08/03/2020, $26.25, 826547, $25.87, $26.32, $25.43
07/31/2020, $25.77, 905337, $25.65, $25.8, $25.23
07/30/2020, $25.88, 644532, $25.46, $26.01, $25.26
07/29/2020, $25.92, 695955, $25.67, $26.11, $25.4205
07/28/2020, $25.71, 719780, $25.56, $26.11, $25.445
07/27/2020, $25.69, 1001228, $26.38, $26.54, $25.438
07/24/2020, $26.49, 864145, $26.48, $27.2, $26.18
